model_name loss_func psi phi n_pairs train_time sigma_train sigma_test E_train E_test E_max_train E_max_test
100_500_100_1_seed1729 weighted_MAPE -0.5 0.0 100000 1805.297539 0.009763045236 0.009789879434 0.0001707117044 0.000171593405 0.08866669238 0.09088258445
100_500_100_1_seed1729 weighted_MAPE -0.5 0.5 100000 222.6867292 0.5489882231 0.5484057665 0.4724955261 0.4714865386 4.11645031 4.117791176
100_500_100_1_seed1729 weighted_MAPE -0.5 1.0 100000 4306.738965 0.01204864122 0.0121230958 0.0002535233507 0.0002555928659 0.08375836164 0.08485925943
100_500_100_1_seed1729 weighted_MAPE -0.5 2.0 100000 1181.725374 0.02072335035 0.02081722021 0.000814753701 0.0008175671683 0.1767001599 0.1747219712
100_500_100_1_seed1729 weighted_MAPE -0.5 2.5 100000 942.1813483 0.4662098885 0.3506848216 0.3670930266 0.2137355953 6.721955299 5.74756813
100_500_100_1_seed1729 weighted_MAPE -0.5 3.0 100000 4681.210757 0.01276773773 0.01293007936 0.0003105825745 0.0003213114105 0.09201393276 0.09622565657
100_500_100_1_seed1729 weighted_MAPE -0.5 4.0 100000 8725.074767 0.0125328768 0.01260433346 0.0002792220621 0.0002821224334 0.1045198366 0.1035230979
100_500_100_1_seed1729 weighted_MAPE -0.5 5.0 100000 1865.681832 0.007545926142 0.007582501043 9.648955893e-05 9.747830336e-05 0.05002334714 0.05032012612
