0.0079846	4.0911368148358493e-05
0.008169571	4.108068721353975e-05
0.008471	4.116059056689438e-05
0.008814613	4.117683605940731e-05
0.00913702	4.212634286390279e-05
0.009444034	4.362704841041756e-05
0.009750112	4.422062326427601e-05
0.010067695	4.415326619218235e-05
0.010361923	4.481639087284064e-05
0.010673555	4.5326269188612616e-05
0.010949057	4.622872953684942e-05
0.045227095	0.0002704121423925969
0.016143773	7.93763175004591e-05
0.011171962	5.158454473897482e-05
0.011784128	4.9990771511148385e-05
